"scenario","replicate","n_sightings","last_sighting","method","prior","alpha","threshold","estimated_year","date_error","absolute_date_error","no_threshold_crossing","final_probability"
"decreasing observation effort, matched expected sightings",25,8,2003,"Solow_te_median","uniform",1,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",25,8,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",25,8,2003,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",25,8,2003,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",25,8,2003,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",25,8,2003,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",25,8,2003,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","uniform",1,0.3,2009,4,4,FALSE,0.00911031040741018
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","earlier_beta_1_2",1,0.3,2011,6,6,FALSE,0.0107524507295733
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","later_beta_2_1",1,0.3,2008,3,3,FALSE,0.00790329938098873
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","uniform",1,0.4,2008,3,3,FALSE,0.00911031040741018
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","earlier_beta_1_2",1,0.4,2010,5,5,FALSE,0.0107524507295733
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","later_beta_2_1",1,0.4,2007,2,2,FALSE,0.00790329938098873
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","uniform",1,0.5,2007,2,2,FALSE,0.00911031040741018
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","earlier_beta_1_2",1,0.5,2009,4,4,FALSE,0.0107524507295733
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","later_beta_2_1",1,0.5,2006,1,1,FALSE,0.00790329938098873
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","uniform",1,0.6,2006,1,1,FALSE,0.00911031040741018
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","earlier_beta_1_2",1,0.6,2008,3,3,FALSE,0.0107524507295733
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow","later_beta_2_1",1,0.6,2005,0,0,FALSE,0.00790329938098873
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow_te_median","uniform",1,-1,2002,-3,3,FALSE,-1
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow_te_median","earlier_beta_1_2",1,-1,2002,-3,3,FALSE,-1
"decreasing observation effort, matched expected sightings",26,12,2001,"Solow_te_median","later_beta_2_1",1,-1,2003,-2,2,FALSE,-1
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",26,12,2001,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","uniform",1,0.3,2016,11,11,FALSE,0.210526315655962
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","earlier_beta_1_2",1,0.3,2019,14,14,FALSE,0.260869565107136
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","later_beta_2_1",1,0.3,2014,9,9,FALSE,0.176470588098127
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","uniform",1,0.4,2013,8,8,FALSE,0.210526315655962
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","earlier_beta_1_2",1,0.4,2016,11,11,FALSE,0.260869565107136
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","later_beta_2_1",1,0.4,2010,5,5,FALSE,0.176470588098127
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","uniform",1,0.5,2010,5,5,FALSE,0.210526315655962
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","earlier_beta_1_2",1,0.5,2014,9,9,FALSE,0.260869565107136
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","later_beta_2_1",1,0.5,2008,3,3,FALSE,0.176470588098127
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","uniform",1,0.6,2008,3,3,FALSE,0.210526315655962
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","earlier_beta_1_2",1,0.6,2012,7,7,FALSE,0.260869565107136
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow","later_beta_2_1",1,0.6,2006,1,1,FALSE,0.176470588098127
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow_te_median","uniform",1,-1,2003,-2,2,FALSE,-1
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow_te_median","earlier_beta_1_2",1,-1,2002,-3,3,FALSE,-1
"decreasing observation effort, matched expected sightings",27,5,2000,"Solow_te_median","later_beta_2_1",1,-1,2004,-1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",27,5,2000,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","uniform",1,0.3,1997,-8,8,FALSE,0.0236220472602744
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","earlier_beta_1_2",1,0.3,1998,-7,7,FALSE,0.0167597765488442
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","later_beta_2_1",1,0.3,1995,-10,10,FALSE,0.0400000000214073
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","uniform",1,0.4,1995,-10,10,FALSE,0.0236220472602744
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","earlier_beta_1_2",1,0.4,1996,-9,9,FALSE,0.0167597765488442
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","later_beta_2_1",1,0.4,1993,-12,12,FALSE,0.0400000000214073
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","uniform",1,0.5,1993,-12,12,FALSE,0.0236220472602744
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","earlier_beta_1_2",1,0.5,1995,-10,10,FALSE,0.0167597765488442
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","later_beta_2_1",1,0.5,1992,-13,13,FALSE,0.0400000000214073
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","uniform",1,0.6,1992,-13,13,FALSE,0.0236220472602744
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","earlier_beta_1_2",1,0.6,1994,-11,11,FALSE,0.0167597765488442
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow","later_beta_2_1",1,0.6,1991,-14,14,FALSE,0.0400000000214073
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow_te_median","uniform",1,-1,1990,-15,15,FALSE,-1
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow_te_median","earlier_beta_1_2",1,-1,1990,-15,15,FALSE,-1
"decreasing observation effort, matched expected sightings",28,4,1988,"Solow_te_median","later_beta_2_1",1,-1,1991,-14,14,FALSE,-1
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",28,4,1988,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","uniform",1,0.3,2015,10,10,FALSE,0.120233099376469
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","earlier_beta_1_2",1,0.3,2018,13,13,FALSE,0.175019339888923
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","later_beta_2_1",1,0.3,2013,8,8,FALSE,0.0915692197244083
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","uniform",1,0.4,2014,9,9,FALSE,0.120233099376469
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","earlier_beta_1_2",1,0.4,2016,11,11,FALSE,0.175019339888923
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","later_beta_2_1",1,0.4,2012,7,7,FALSE,0.0915692197244083
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","uniform",1,0.5,2012,7,7,FALSE,0.120233099376469
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","earlier_beta_1_2",1,0.5,2015,10,10,FALSE,0.175019339888923
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","later_beta_2_1",1,0.5,2010,5,5,FALSE,0.0915692197244083
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","uniform",1,0.6,2011,6,6,FALSE,0.120233099376469
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","earlier_beta_1_2",1,0.6,2014,9,9,FALSE,0.175019339888923
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow","later_beta_2_1",1,0.6,2009,4,4,FALSE,0.0915692197244083
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_fixed_alpha","uniform",0.6,0.5,2016,11,11,FALSE,0.342005172296748
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_fixed_alpha","uniform",0.8,0.5,2013,8,8,FALSE,0.214243824041151
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_fixed_alpha","uniform",1,0.5,2012,7,7,FALSE,0.120233099378768
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_fixed_alpha","uniform",1.2,0.5,2011,6,6,FALSE,0.0619782760436872
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_fixed_alpha","uniform",1.5,0.5,2010,5,5,FALSE,0.0206756928139889
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_fixed_alpha","uniform",1.8,0.5,2009,4,4,FALSE,0.00641405147511721
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow_te_median","earlier_beta_1_2",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",29,9,2004,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_te_median","uniform",0.6,-1,2007,2,2,FALSE,-1
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_te_median","uniform",1.5,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",29,9,2004,"Effort_te_median","uniform",1.8,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","uniform",1,0.3,2017,12,12,FALSE,0.209472494106858
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","earlier_beta_1_2",1,0.3,2020,15,15,FALSE,0.279042359492342
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","later_beta_2_1",1,0.3,2014,9,9,FALSE,0.167669676600722
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","uniform",1,0.4,2014,9,9,FALSE,0.209472494106858
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","earlier_beta_1_2",1,0.4,2018,13,13,FALSE,0.279042359492342
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","later_beta_2_1",1,0.4,2012,7,7,FALSE,0.167669676600722
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","uniform",1,0.5,2012,7,7,FALSE,0.209472494106858
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","earlier_beta_1_2",1,0.5,2016,11,11,FALSE,0.279042359492342
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","later_beta_2_1",1,0.5,2009,4,4,FALSE,0.167669676600722
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","uniform",1,0.6,2010,5,5,FALSE,0.209472494106858
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","earlier_beta_1_2",1,0.6,2014,9,9,FALSE,0.279042359492342
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow","later_beta_2_1",1,0.6,2008,3,3,FALSE,0.167669676600722
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_fixed_alpha","uniform",0.6,0.5,2017,12,12,FALSE,0.410604090132145
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_fixed_alpha","uniform",0.8,0.5,2014,9,9,FALSE,0.304081461317722
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_fixed_alpha","uniform",1,0.5,2012,7,7,FALSE,0.209472494175647
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_fixed_alpha","uniform",1.2,0.5,2011,6,6,FALSE,0.135032983139703
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_fixed_alpha","uniform",1.5,0.5,2009,4,4,FALSE,0.0632781785610746
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_fixed_alpha","uniform",1.8,0.5,2009,4,4,FALSE,0.0272901108567525
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow_te_median","uniform",1,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow_te_median","earlier_beta_1_2",1,-1,2004,-1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",30,6,2002,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_te_median","uniform",0.6,-1,2007,2,2,FALSE,-1
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_te_median","uniform",1,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_te_median","uniform",1.5,-1,2004,-1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",30,6,2002,"Effort_te_median","uniform",1.8,-1,2004,-1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","uniform",1,0.3,2017,12,12,FALSE,0.183660541017797
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","earlier_beta_1_2",1,0.3,2019,14,14,FALSE,0.254725594671588
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","later_beta_2_1",1,0.3,2014,9,9,FALSE,0.143598475797071
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","uniform",1,0.4,2014,9,9,FALSE,0.183660541017797
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","earlier_beta_1_2",1,0.4,2017,12,12,FALSE,0.254725594671588
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","later_beta_2_1",1,0.4,2012,7,7,FALSE,0.143598475797071
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","uniform",1,0.5,2012,7,7,FALSE,0.183660541017797
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","earlier_beta_1_2",1,0.5,2016,11,11,FALSE,0.254725594671588
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","later_beta_2_1",1,0.5,2010,5,5,FALSE,0.143598475797071
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","uniform",1,0.6,2011,6,6,FALSE,0.183660541017797
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","earlier_beta_1_2",1,0.6,2014,9,9,FALSE,0.254725594671588
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow","later_beta_2_1",1,0.6,2008,3,3,FALSE,0.143598475797071
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_fixed_alpha","uniform",0.6,0.5,2017,12,12,FALSE,0.396248300174249
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_fixed_alpha","uniform",0.8,0.5,2014,9,9,FALSE,0.281336609140935
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_fixed_alpha","uniform",1,0.5,2012,7,7,FALSE,0.183660541156781
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_fixed_alpha","uniform",1.2,0.5,2011,6,6,FALSE,0.111374686186101
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_fixed_alpha","uniform",1.5,0.5,2010,5,5,FALSE,0.0473967760233737
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_fixed_alpha","uniform",1.8,0.5,2009,4,4,FALSE,0.0185851480422189
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",31,7,2003,"Solow_te_median","later_beta_2_1",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_te_median","uniform",0.6,-1,2007,2,2,FALSE,-1
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_te_median","uniform",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_te_median","uniform",1.5,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",31,7,2003,"Effort_te_median","uniform",1.8,-1,2004,-1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","uniform",1,0.3,2018,13,13,FALSE,0.226984950579949
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","earlier_beta_1_2",1,0.3,NA,NA,NA,TRUE,0.32603834323064
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","later_beta_2_1",1,0.3,2016,11,11,FALSE,0.174093709612918
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","uniform",1,0.4,2016,11,11,FALSE,0.226984950579949
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","earlier_beta_1_2",1,0.4,2019,14,14,FALSE,0.32603834323064
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","later_beta_2_1",1,0.4,2013,8,8,FALSE,0.174093709612918
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","uniform",1,0.5,2014,9,9,FALSE,0.226984950579949
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","earlier_beta_1_2",1,0.5,2017,12,12,FALSE,0.32603834323064
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","later_beta_2_1",1,0.5,2011,6,6,FALSE,0.174093709612918
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","uniform",1,0.6,2012,7,7,FALSE,0.226984950579949
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","earlier_beta_1_2",1,0.6,2016,11,11,FALSE,0.32603834323064
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow","later_beta_2_1",1,0.6,2010,5,5,FALSE,0.174093709612918
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_fixed_alpha","uniform",0.6,0.5,2018,13,13,FALSE,0.436703751598268
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_fixed_alpha","uniform",0.8,0.5,2015,10,10,FALSE,0.326624501953669
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_fixed_alpha","uniform",1,0.5,2014,9,9,FALSE,0.226984950700571
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_fixed_alpha","uniform",1.2,0.5,2012,7,7,FALSE,0.147349173634531
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_fixed_alpha","uniform",1.5,0.5,2011,6,6,FALSE,0.0695440189494214
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_fixed_alpha","uniform",1.8,0.5,2010,5,5,FALSE,0.0301224729427311
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow_te_median","uniform",1,-1,2007,2,2,FALSE,-1
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow_te_median","earlier_beta_1_2",1,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",32,7,2004,"Solow_te_median","later_beta_2_1",1,-1,2007,2,2,FALSE,-1
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_te_median","uniform",0.6,-1,2008,3,3,FALSE,-1
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_te_median","uniform",1,-1,2007,2,2,FALSE,-1
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_te_median","uniform",1.5,-1,2006,1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",32,7,2004,"Effort_te_median","uniform",1.8,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","uniform",1,0.3,2012,7,7,FALSE,0.0381508818502361
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","earlier_beta_1_2",1,0.3,2014,9,9,FALSE,0.0518056751943147
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","later_beta_2_1",1,0.3,2011,6,6,FALSE,0.0301927596554064
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","uniform",1,0.4,2011,6,6,FALSE,0.0381508818502361
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","earlier_beta_1_2",1,0.4,2013,8,8,FALSE,0.0518056751943147
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","later_beta_2_1",1,0.4,2009,4,4,FALSE,0.0301927596554064
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","uniform",1,0.5,2010,5,5,FALSE,0.0381508818502361
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","earlier_beta_1_2",1,0.5,2012,7,7,FALSE,0.0518056751943147
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","later_beta_2_1",1,0.5,2008,3,3,FALSE,0.0301927596554064
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","uniform",1,0.6,2009,4,4,FALSE,0.0381508818502361
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","earlier_beta_1_2",1,0.6,2011,6,6,FALSE,0.0518056751943147
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow","later_beta_2_1",1,0.6,2007,2,2,FALSE,0.0301927596554064
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_fixed_alpha","uniform",0.6,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_fixed_alpha","uniform",0.8,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_fixed_alpha","uniform",1,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_fixed_alpha","uniform",1.2,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_fixed_alpha","uniform",1.5,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_fixed_alpha","uniform",1.8,0.5,NA,NA,NA,TRUE,NA
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow_te_median","uniform",1,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow_te_median","earlier_beta_1_2",1,-1,2004,-1,1,FALSE,-1
"decreasing observation effort, matched expected sightings",33,11,2003,"Solow_te_median","later_beta_2_1",1,-1,2005,0,0,FALSE,-1
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_te_median","uniform",0.6,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_te_median","uniform",1,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_te_median","uniform",1.5,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",33,11,2003,"Effort_te_median","uniform",1.8,-1,NA,NA,NA,TRUE,-1
"decreasing observation effort, matched expected sightings",34,7,1993,"Solow","uniform",1,0.3,2001,-4,4,FALSE,0.00702910480108032
"decreasing observation effort, matched expected sightings",34,7,1993,"Solow","earlier_beta_1_2",1,0.3,2002,-3,3,FALSE,0.00575990201104693
"decreasing observation effort, matched expected sightings",34,7,1993,"Solow","later_beta_2_1",1,0.3,2000,-5,5,FALSE,0.0090157351643926
"decreasing observation effort, matched expected sightings",34,7,1993,"Solow","uniform",1,0.4,2000,-5,5,FALSE,0.00702910480108032
"decreasing observation effort, matched expected sightings",34,7,1993,"Solow","earlier_beta_1_2",1,0.4,2001,-4,4,FALSE,0.00575990201104693
"decreasing observation effort, matched expected sightings",34,7,1993,"Solow","later_beta_2_1",1,0.4,1998,-7,7,FALSE,0.0090157351643926
"decreasing observation effort, matched expected sightings",34,7,1993,"Solow","uniform",1,0.5,1998,-7,7,FALSE,0.00702910480108032
"decreasing observation effort, matched expected sightings",34,7,1993,"Solow","earlier_beta_1_2",1,0.5,2000,-5,5,FALSE,0.00575990201104693
